"Stazione";"Quercianella"
"Codice";"TOS11000513"
"Comune";"Livorno"
"Provincia";"LI"
"GB [m]";"E";1609020;"N";4814970
"WGS84 [°]";"Lat";43.480;"Lon";10.348
"Quota [m]";244,00

;;;ATTENZIONE i dati sono nel fomato csv ed utilizzano
;;;come separatore di colonna il "punto e virgola" e
;;;come separatore decimale la "virgola"
;;;verificare le proprie impostazioni internazionali per una corretta visulizzazione.
;;;Il valore -9999 corrisponde a dato mancante
;;;Il valore contrassegnato con @ corrisponde al dato mancante
;;;Il valore contrassegnato con V corrisponde al dato validato
;;;Il valore contrassegnato con P corrisponde al dato prevalidato soggetto ad eventuali modifiche
;;;(consultare la sezione Criteri di validazione)

"gg/mm/aaaa";"Max [Â°C]";"Min [Â°C]"
24/12/2006;13.0;6.6
25/12/2006;15.8;8.9
26/12/2006;13.2;8.9
27/12/2006;13.6;6.5
28/12/2006;13.7;7.1
29/12/2006;13.8;8.9
30/12/2006;16.1;8.9
31/12/2006;13.1;11.3
01/01/2007;13.3;10.7
02/01/2007;13.0;8.7
03/01/2007;13.0;6.4
04/01/2007;12.2;8.4
05/01/2007;14.6;7.2
06/01/2007;15.4;7.2
07/01/2007;10.9;9.5
08/01/2007;13.5;10.3
09/01/2007;16.4;9.7
10/01/2007;13.1;11.4
11/01/2007;14.2;11.0
12/01/2007;16.2;10.6
13/01/2007;16.7;9.7
14/01/2007;13.1;10.4
15/01/2007;15.6;9.5
16/01/2007;12.0;10.1
17/01/2007;16.0;
18/01/2007;13.9;
19/01/2007;18.1;10.6
20/01/2007;17.9;10.8
21/01/2007;15.8;11.4
22/01/2007;14.0;11.3
23/01/2007;13.9;7.3
24/01/2007;8.1;4.1
25/01/2007;9.3;3.0
26/01/2007;10.0;1.5
27/01/2007;9.4;1.0
28/01/2007;15.3;5.9
29/01/2007;11.1;7.5
30/01/2007;14.8;5.7
31/01/2007;15.0;8.1
01/02/2007;12.7;8.9
02/02/2007;16.7;7.7
03/02/2007;13.7;6.4
04/02/2007;14.5;6.0
05/02/2007;15.9;4.8
06/02/2007;11.0;6.9
07/02/2007;14.9;7.5
08/02/2007;14.3;8.2
09/02/2007;11.7;8.1
10/02/2007;15.5;7.5
11/02/2007;15.3;6.9
12/02/2007;13.4;8.9
13/02/2007;14.7;8.2
14/02/2007;14.4;8.6
15/02/2007;13.6;7.8
16/02/2007;17.8;7.5
17/02/2007;13.7;6.9
18/02/2007;7.4;5.3
19/02/2007;14.8;4.4
20/02/2007;16.0;6.6
21/02/2007;15.6;9.5
22/02/2007;15.0;8.3
23/02/2007;15.6;7.9
24/02/2007;16.7;8.5
25/02/2007;12.6;9.2
26/02/2007;15.4;7.8
27/02/2007;17.9;7.1
28/02/2007;14.7;8.7
01/03/2007;14.9;11.4
02/03/2007;15.4;12.1
03/03/2007;17.2;11.5
04/03/2007;19.9;10.7
05/03/2007;17.0;10.1
06/03/2007;12.9;11.0
07/03/2007;12.2;8.8
08/03/2007;18.9;8.6
09/03/2007;17.2;9.3
10/03/2007;16.1;9.0
11/03/2007;12.6;7.8
12/03/2007;17.0;8.6
13/03/2007;17.2;9.0
14/03/2007;19.1;8.0
15/03/2007;22.7;9.6
16/03/2007;17.8;8.5
17/03/2007;16.8;7.4
18/03/2007;19.3;9.5
19/03/2007;11.8;6.4
20/03/2007;7.7;0.9
21/03/2007;11.5;2.8
22/03/2007;14.0;4.3
23/03/2007;13.6;3.7
24/03/2007;13.6;4.2
25/03/2007;10.6;5.0
26/03/2007;16.1;6.0
27/03/2007;16.0;7.7
28/03/2007;17.0;7.4
29/03/2007;11.8;7.5
30/03/2007;11.6;6.6
31/03/2007;18.0;7.3
01/04/2007;19.8;10.3
02/04/2007;22.4;10.8
03/04/2007;19.0;9.6
04/04/2007;13.9;8.6
05/04/2007;20.5;10.7
06/04/2007;20.9;9.8
07/04/2007;18.6;8.0
08/04/2007;20.0;9.3
09/04/2007;18.0;9.3
10/04/2007;21.5;9.3
11/04/2007;23.8;11.2
12/04/2007;26.4;13.9
13/04/2007;26.9;14.7
14/04/2007;22.4;11.6
15/04/2007;22.8;11.4
16/04/2007;27.2;14.2
17/04/2007;26.5;14.1
18/04/2007;25.0;12.8
19/04/2007;22.7;12.4
20/04/2007;24.2;12.2
21/04/2007;24.7;12.2
22/04/2007;24.0;11.8
23/04/2007;24.6;13.1
24/04/2007;24.5;12.2
25/04/2007;27.0;14.0
26/04/2007;25.7;15.5
27/04/2007;24.7;15.3
28/04/2007;25.5;14.1
29/04/2007;25.6;13.6
30/04/2007;20.2;11.8
01/05/2007;23.6;11.5
02/05/2007;20.8;12.2
03/05/2007;16.9;11.5
04/05/2007;15.8;11.1
05/05/2007;18.9;11.4
06/05/2007;20.4;10.7
07/05/2007;23.9;12.1
08/05/2007;24.3;13.2
09/05/2007;24.8;13.9
10/05/2007;25.7;13.9
11/05/2007;24.7;12.8
12/05/2007;25.3;15.1
13/05/2007;25.6;15.9
14/05/2007;25.1;15.3
15/05/2007;19.3;13.9
16/05/2007;22.8;12.9
17/05/2007;23.2;11.9
18/05/2007;25.8;12.6
19/05/2007;25.6;15.3
20/05/2007;27.4;13.8
21/05/2007;27.6;17.2
22/05/2007;26.0;16.9
23/05/2007;29.6;16.7
24/05/2007;31.2;20.8
25/05/2007;30.5;19.1
26/05/2007;25.6;18.2
27/05/2007;23.2;15.1
28/05/2007;16.8;8.8
29/05/2007;18.8;10.1
30/05/2007;22.6;12.5
31/05/2007;21.5;12.3
01/06/2007;19.8;13.7
02/06/2007;20.0;10.0
03/06/2007;22.9;13.0
04/06/2007;23.3;13.6
05/06/2007;18.9;15.1
06/06/2007;23.2;15.0
07/06/2007;24.1;16.3
08/06/2007;26.4;15.7
09/06/2007;25.4;16.5
10/06/2007;25.8;16.3
11/06/2007;25.4;16.9
12/06/2007;27.0;16.3
13/06/2007;26.6;16.8
14/06/2007;26.7;17.3
15/06/2007;24.8;18.5
16/06/2007;27.0;17.9
17/06/2007;28.3;18.4
18/06/2007;26.0;18.3
19/06/2007;33.4;21.4
20/06/2007;28.6;19.7
21/06/2007;29.0;18.6
22/06/2007;26.8;18.8
23/06/2007;26.2;15.7
24/06/2007;29.5;15.6
25/06/2007;30.4;19.8
26/06/2007;21.5;16.5
27/06/2007;23.0;17.2
28/06/2007;24.7;14.8
29/06/2007;27.8;14.1
30/06/2007;27.0;15.6
01/07/2007;31.2;17.1
02/07/2007;24.8;18.7
03/07/2007;28.4;18.3
04/07/2007;22.9;15.7
05/07/2007;25.1;15.7
06/07/2007;27.1;15.0
07/07/2007;28.5;17.1
08/07/2007;29.6;18.0
09/07/2007;29.3;18.6
10/07/2007;25.4;16.6
11/07/2007;25.2;15.1
12/07/2007;25.7;14.8
13/07/2007;28.1;15.4
14/07/2007;30.2;16.8
15/07/2007;32.5;21.0
16/07/2007;36.9;21.7
17/07/2007;34.2;22.6
18/07/2007;36.8;22.9
19/07/2007;35.4;21.0
20/07/2007;34.8;19.9
21/07/2007;29.6;19.9
22/07/2007;30.8;19.8
23/07/2007;31.5;20.0
24/07/2007;30.7;19.1
25/07/2007;29.4;19.0
26/07/2007;30.1;18.6
27/07/2007;28.3;18.6
28/07/2007;31.6;18.9
29/07/2007;30.1;19.1
30/07/2007;30.7;18.3
31/07/2007;32.4;19.2
01/08/2007;31.2;18.9
02/08/2007;31.4;18.0
03/08/2007;29.9;19.0
04/08/2007;33.3;19.5
05/08/2007;29.1;20.4
06/08/2007;32.3;18.9
07/08/2007;30.2;18.6
08/08/2007;29.7;19.5
09/08/2007;27.3;17.7
10/08/2007;28.1;16.7
11/08/2007;26.8;18.3
12/08/2007;27.3;17.7
13/08/2007;31.5;19.0
14/08/2007;29.1;18.5
15/08/2007;28.7;18.6
16/08/2007;33.5;19.1
17/08/2007;31.5;19.0
18/08/2007;27.1;17.2
19/08/2007;26.4;17.2
20/08/2007;25.5;15.3
21/08/2007;26.8;16.1
22/08/2007;27.9;15.4
23/08/2007;23.6;15.4
24/08/2007;27.8;15.3
25/08/2007;34.4;20.7
26/08/2007;33.4;21.9
27/08/2007;35.9;20.8
28/08/2007;30.9;19.5
29/08/2007;28.7;20.3
30/08/2007;31.2;19.5
31/08/2007;26.3;17.9
01/09/2007;;
02/09/2007;;
03/09/2007;;
04/09/2007;;
05/09/2007;;
06/09/2007;;
07/09/2007;;
08/09/2007;;
09/09/2007;;
10/09/2007;;
11/09/2007;;
12/09/2007;;
13/09/2007;;
14/09/2007;;
15/09/2007;;
16/09/2007;;
17/09/2007;;
18/09/2007;;
19/09/2007;;
20/09/2007;;
21/09/2007;;
22/09/2007;;
23/09/2007;;
24/09/2007;;
25/09/2007;;
26/09/2007;;
27/09/2007;;
28/09/2007;;
29/09/2007;;
30/09/2007;;
01/10/2007;;
02/10/2007;;
03/10/2007;;
04/10/2007;;
05/10/2007;;
06/10/2007;;
07/10/2007;;
08/10/2007;;
09/10/2007;;
10/10/2007;;
11/10/2007;;
12/10/2007;;
13/10/2007;;
14/10/2007;;
15/10/2007;;
16/10/2007;;
17/10/2007;;
18/10/2007;;
19/10/2007;;
20/10/2007;;
21/10/2007;;
22/10/2007;;
23/10/2007;;
24/10/2007;;
25/10/2007;;
26/10/2007;;
27/10/2007;;
28/10/2007;;
29/10/2007;;
30/10/2007;;
31/10/2007;;
01/11/2007;;
02/11/2007;;
03/11/2007;;
04/11/2007;;
05/11/2007;;
06/11/2007;;
07/11/2007;;
08/11/2007;;
09/11/2007;;
10/11/2007;;
11/11/2007;;
12/11/2007;;
13/11/2007;;
14/11/2007;;
15/11/2007;;
16/11/2007;;
17/11/2007;;
18/11/2007;;
19/11/2007;;
20/11/2007;;
21/11/2007;;
22/11/2007;;
23/11/2007;;
24/11/2007;;
25/11/2007;;
26/11/2007;;
27/11/2007;;
28/11/2007;;
29/11/2007;;
30/11/2007;;
01/12/2007;11.3;9.2
02/12/2007;14.0;10.1
03/12/2007;13.0;10.8
04/12/2007;13.0;8.4
05/12/2007;13.3;8.5
06/12/2007;12.8;8.6
07/12/2007;11.6;8.5
08/12/2007;11.7;5.9
09/12/2007;10.5;6.7
10/12/2007;11.3;7.5
11/12/2007;11.6;6.9
12/12/2007;12.6;6.9
13/12/2007;10.7;6.9
14/12/2007;8.3;2.6
15/12/2007;3.0;-0.2
16/12/2007;3.8;0.8
17/12/2007;3.8;1.6
18/12/2007;5.7;0.8
19/12/2007;8.3;1.8
20/12/2007;14.1;6.4
21/12/2007;14.7;6.3
22/12/2007;11.8;7.3
23/12/2007;10.3;7.5
24/12/2007;13.8;8.9
25/12/2007;11.6;9.1
26/12/2007;9.8;5.5
27/12/2007;10.4;4.7
28/12/2007;11.0;4.5
29/12/2007;14.4;4.3
30/12/2007;10.7;5.3
31/12/2007;11.6;5.1
01/01/2008;8.2;4.0
02/01/2008;5.0;3.5
03/01/2008;7.2;1.7
04/01/2008;9.9;5.2
05/01/2008;14.4;7.6
06/01/2008;12.2;9.6
07/01/2008;12.2;10.4
08/01/2008;17.1;9.6
09/01/2008;13.4;9.6
10/01/2008;11.3;9.2
11/01/2008;12.2;9.7
12/01/2008;12.3;6.4
13/01/2008;13.5;5.0
14/01/2008;10.4;6.7
15/01/2008;9.4;6.2
16/01/2008;11.2;8.3
17/01/2008;13.3;7.3
18/01/2008;14.8;8.3
19/01/2008;14.9;7.8
20/01/2008;11.4;7.9
21/01/2008;11.1;9.4
22/01/2008;14.5;8.4
23/01/2008;12.4;6.1
24/01/2008;13.9;5.1
25/01/2008;14.2;7.1
26/01/2008;17.9;7.3
27/01/2008;12.5;7.8
28/01/2008;17.5;9.0
29/01/2008;13.4;9.3
30/01/2008;14.1;8.9
31/01/2008;11.8;7.5
01/02/2008;14.0;7.5
02/02/2008;11.0;8.6
03/02/2008;10.3;7.5
04/02/2008;13.2;6.8
05/02/2008;13.8;3.9
06/02/2008;15.7;7.5
07/02/2008;16.6;7.2
08/02/2008;13.0;6.1
09/02/2008;11.3;4.9
10/02/2008;13.4;4.5
11/02/2008;9.5;4.1
12/02/2008;11.7;3.5
13/02/2008;13.5;3.7
14/02/2008;12.9;5.4
15/02/2008;16.4;5.4
16/02/2008;8.8;1.9
17/02/2008;9.0;-0.2
18/02/2008;9.2;2.0
19/02/2008;14.2;5.8
20/02/2008;9.6;6.4
21/02/2008;17.9;7.9
22/02/2008;15.0;7.7
23/02/2008;15.6;7.8
24/02/2008;15.7;8.1
25/02/2008;14.3;8.4
26/02/2008;16.0;9.6
27/02/2008;12.2;10.0
28/02/2008;15.6;10.9
29/02/2008;18.9;10.2
01/03/2008;13.6;10.6
02/03/2008;19.3;9.7
03/03/2008;19.0;10.3
04/03/2008;13.6;5.0
05/03/2008;5.9;2.4
06/03/2008;7.0;2.5
07/03/2008;6.6;2.8
08/03/2008;13.0;5.0
09/03/2008;11.5;7.3
10/03/2008;13.0;7.3
11/03/2008;15.0;7.3
12/03/2008;17.4;10.8
13/03/2008;16.8;9.3
14/03/2008;18.0;9.3
15/03/2008;17.9;9.4
16/03/2008;17.6;10.3
17/03/2008;16.4;10.5
18/03/2008;14.9;8.2
19/03/2008;17.6;7.1
20/03/2008;12.4;2.6
21/03/2008;11.9;5.8
22/03/2008;13.1;8.5
23/03/2008;10.1;5.1
24/03/2008;12.6;2.7
25/03/2008;15.2;4.7
26/03/2008;16.4;7.1
27/03/2008;14.5;6.3
28/03/2008;16.8;6.1
29/03/2008;18.1;7.7
30/03/2008;22.3;8.5
31/03/2008;20.2;10.2
01/04/2008;22.1;10.1
02/04/2008;18.0;9.5
03/04/2008;21.2;8.6
04/04/2008;17.6;7.7
05/04/2008;16.8;8.9
06/04/2008;18.7;8.3
07/04/2008;19.1;11.1
08/04/2008;18.8;9.8
09/04/2008;17.6;10.3
10/04/2008;18.4;12.7
11/04/2008;18.7;12.0
12/04/2008;12.1;8.9
13/04/2008;19.0;10.0
14/04/2008;16.9;9.6
15/04/2008;15.4;7.8
16/04/2008;18.6;9.3
17/04/2008;16.5;9.6
18/04/2008;18.2;9.2
19/04/2008;19.9;11.5
20/04/2008;22.9;9.8
21/04/2008;15.8;9.1
22/04/2008;15.7;11.1
23/04/2008;18.9;10.8
24/04/2008;20.0;10.6
25/04/2008;19.8;11.3
26/04/2008;22.4;11.7
27/04/2008;22.3;10.4
28/04/2008;19.9;11.8
29/04/2008;17.5;9.7
30/04/2008;20.1;10.3
01/05/2008;19.6;11.2
02/05/2008;20.2;10.0
03/05/2008;25.2;14.3
04/05/2008;26.4;13.7
05/05/2008;23.4;13.6
06/05/2008;23.6;12.5
07/05/2008;24.8;13.9
08/05/2008;25.4;14.3
09/05/2008;24.5;14.5
10/05/2008;27.2;15.6
11/05/2008;25.5;15.7
12/05/2008;18.6;13.2
13/05/2008;24.7;13.6
14/05/2008;22.1;13.1
15/05/2008;23.9;13.9
16/05/2008;21.1;14.1
17/05/2008;19.0;14.4
18/05/2008;20.7;13.9
19/05/2008;21.4;13.4
20/05/2008;15.5;13.5
21/05/2008;22.6;13.2
22/05/2008;23.1;13.6
23/05/2008;23.9;13.4
24/05/2008;23.6;14.6
25/05/2008;25.4;15.2
26/05/2008;28.9;20.7
27/05/2008;30.6;20.2
28/05/2008;27.6;18.5
29/05/2008;24.3;14.0
30/05/2008;21.7;13.7
31/05/2008;24.4;15.1
01/06/2008;24.3;17.4
02/06/2008;22.1;16.4
03/06/2008;22.3;15.7
04/06/2008;23.9;15.4
05/06/2008;23.6;15.2
06/06/2008;22.4;14.2
07/06/2008;22.8;15.0
08/06/2008;25.9;15.0
09/06/2008;24.6;14.9
10/06/2008;25.7;17.1
11/06/2008;25.8;16.6
12/06/2008;23.1;16.4
13/06/2008;25.8;16.5
14/06/2008;23.7;15.5
15/06/2008;24.0;12.5
16/06/2008;22.5;15.0
17/06/2008;25.3;17.9
18/06/2008;24.0;16.8
19/06/2008;24.5;17.2
20/06/2008;26.5;16.8
21/06/2008;31.4;19.6
22/06/2008;31.5;22.2
23/06/2008;33.2;22.3
24/06/2008;34.4;23.4
25/06/2008;33.1;22.6
26/06/2008;31.5;20.9
27/06/2008;30.0;20.4
28/06/2008;32.4;20.9
29/06/2008;33.8;22.9
30/06/2008;30.4;21.9
01/07/2008;31.9;20.8
02/07/2008;33.5;22.0
03/07/2008;32.6;22.1
04/07/2008;29.3;20.3
05/07/2008;28.5;19.5
06/07/2008;31.4;20.0
07/07/2008;30.7;21.2
08/07/2008;26.6;18.8
09/07/2008;28.5;18.3
10/07/2008;27.3;18.3
11/07/2008;32.4;18.3
12/07/2008;31.5;20.9
13/07/2008;27.9;20.3
14/07/2008;25.6;18.5
15/07/2008;29.6;16.9
16/07/2008;29.3;18.7
17/07/2008;28.5;18.2
18/07/2008;30.1;18.7
19/07/2008;31.2;18.1
20/07/2008;29.2;19.0
21/07/2008;31.7;19.6
22/07/2008;29.0;18.6
23/07/2008;29.7;19.0
24/07/2008;27.4;18.5
25/07/2008;27.6;18.1
26/07/2008;28.3;17.9
27/07/2008;28.3;20.4
28/07/2008;31.3;20.9
29/07/2008;30.6;21.3
30/07/2008;30.6;20.7
31/07/2008;31.9;21.1
01/08/2008;33.5;22.5
02/08/2008;32.3;21.1
03/08/2008;31.8;21.5
04/08/2008;29.7;21.5
05/08/2008;33.6;21.5
06/08/2008;31.4;21.0
07/08/2008;34.6;21.6
08/08/2008;33.5;22.2
09/08/2008;30.1;21.1
10/08/2008;30.5;20.5
11/08/2008;29.0;20.1
12/08/2008;27.9;20.5
13/08/2008;31.5;21.8
14/08/2008;34.2;22.1
15/08/2008;27.6;17.7
16/08/2008;26.9;16.1
17/08/2008;28.8;18.4
18/08/2008;30.6;18.6
19/08/2008;32.5;18.3
20/08/2008;30.9;20.4
21/08/2008;29.3;19.0
22/08/2008;27.6;18.3
23/08/2008;29.2;19.5
24/08/2008;28.4;18.9
25/08/2008;27.2;19.0
26/08/2008;31.3;18.3
27/08/2008;31.5;21.4
28/08/2008;29.5;20.8
29/08/2008;28.7;20.1
30/08/2008;28.9;19.9
31/08/2008;29.0;19.3
01/09/2008;28.8;19.9
02/09/2008;28.5;19.3
03/09/2008;30.1;20.0
04/09/2008;27.2;20.3
05/09/2008;29.0;21.5
06/09/2008;29.4;22.2
07/09/2008;30.1;21.3
08/09/2008;27.3;18.5
09/09/2008;30.9;17.6
10/09/2008;34.5;22.0
11/09/2008;32.3;22.4
12/09/2008;31.6;21.2
13/09/2008;22.3;14.7
14/09/2008;22.7;12.7
15/09/2008;18.8;11.4
16/09/2008;21.7;11.5
17/09/2008;26.0;15.0
18/09/2008;24.4;15.7
19/09/2008;18.3;13.3
20/09/2008;21.6;13.7
21/09/2008;22.5;12.2
22/09/2008;21.5;13.3
23/09/2008;22.0;13.4
24/09/2008;22.7;12.8
25/09/2008;22.7;13.6
26/09/2008;21.9;13.0
27/09/2008;20.5;12.8
28/09/2008;21.2;11.7
29/09/2008;22.6;13.2
30/09/2008;19.9;13.9
01/10/2008;23.0;14.0
02/10/2008;21.0;14.0
03/10/2008;20.0;14.7
04/10/2008;17.9;7.4
05/10/2008;21.1;12.1
06/10/2008;19.3;12.5
07/10/2008;21.3;14.3
08/10/2008;23.1;14.0
09/10/2008;24.4;12.9
10/10/2008;25.3;14.2
11/10/2008;24.6;13.4
12/10/2008;23.9;12.3
13/10/2008;23.1;10.8
14/10/2008;23.5;12.3
15/10/2008;23.4;13.5
16/10/2008;22.9;14.9
17/10/2008;24.6;15.3
18/10/2008;23.2;13.7
19/10/2008;21.8;13.1
20/10/2008;22.1;12.2
21/10/2008;21.5;15.0
22/10/2008;23.4;13.9
23/10/2008;19.6;14.9
24/10/2008;20.6;16.3
25/10/2008;23.4;14.7
26/10/2008;22.3;13.1
27/10/2008;20.7;13.4
28/10/2008;19.4;15.0
29/10/2008;21.8;16.1
30/10/2008;17.3;10.9
31/10/2008;19.1;13.7
01/11/2008;18.8;12.0
02/11/2008;19.7;14.0
03/11/2008;17.4;10.3
04/11/2008;17.5;12.4
05/11/2008;18.0;12.6
06/11/2008;17.4;10.7
07/11/2008;15.0;11.0
08/11/2008;15.5;10.3
09/11/2008;16.0;10.2
10/11/2008;17.0;11.2
11/11/2008;16.6;11.9
12/11/2008;15.5;11.4
13/11/2008;14.0;9.8
14/11/2008;15.2;10.8
15/11/2008;14.2;10.2
16/11/2008;17.1;10.3
17/11/2008;17.0;10.0
18/11/2008;14.0;9.0
19/11/2008;14.7;9.3
20/11/2008;14.5;10.0
21/11/2008;15.6;11.9
22/11/2008;15.4;5.1
23/11/2008;11.8;4.0
24/11/2008;9.9;5.9
25/11/2008;9.4;4.2
26/11/2008;9.5;5.0
27/11/2008;11.0;4.9
28/11/2008;9.6;4.6
29/11/2008;14.6;7.7
30/11/2008;14.3;7.4
01/12/2008;12.1;7.8
02/12/2008;11.4;5.7
03/12/2008;13.0;5.3
04/12/2008;13.0;5.8
05/12/2008;11.8;9.2
06/12/2008;15.0;8.4
07/12/2008;14.5;6.9
08/12/2008;15.3;8.1
09/12/2008;10.4;8.2
10/12/2008;13.9;7.4
11/12/2008;10.3;8.6
12/12/2008;9.8;7.9
13/12/2008;10.4;7.1
14/12/2008;11.8;7.5
15/12/2008;11.1;7.9
16/12/2008;9.9;7.0
17/12/2008;15.6;6.5
18/12/2008;13.6;5.1
19/12/2008;14.8;6.4
20/12/2008;15.8;8.1
21/12/2008;15.0;8.1
22/12/2008;12.9;7.8
23/12/2008;12.1;8.3
24/12/2008;14.3;7.5
25/12/2008;9.5;6.8
26/12/2008;6.9;3.2
27/12/2008;4.9;0.9
28/12/2008;4.7;0.8
29/12/2008;6.5;2.6
30/12/2008;10.1;5.3
31/12/2008;9.8;5.7
01/01/2009;11.1;4.8
02/01/2009;9.8;4.4
03/01/2009;5.1;0.1
04/01/2009;8.9;-0.8
05/01/2009;11.3;2.9
06/01/2009;10.5;4.7
07/01/2009;7.4;4.9
08/01/2009;8.5;4.4
09/01/2009;7.3;3.4
10/01/2009;9.8;3.1
11/01/2009;12.4;7.1
12/01/2009;13.2;7.5
13/01/2009;9.9;6.0
14/01/2009;7.4;5.1
15/01/2009;10.4;6.3
16/01/2009;14.6;6.6
17/01/2009;15.6;6.8
18/01/2009;14.5;8.6
19/01/2009;12.1;10.0
20/01/2009;12.2;9.6
21/01/2009;10.1;7.5
22/01/2009;11.7;5.7
23/01/2009;11.2;4.4
24/01/2009;9.8;4.8
25/01/2009;12.6;4.3
26/01/2009;7.7;5.5
27/01/2009;11.8;4.8
28/01/2009;12.9;5.5
29/01/2009;13.6;5.7
30/01/2009;13.9;5.7
31/01/2009;13.6;4.8
01/02/2009;6.9;3.8
02/02/2009;9.6;5.8
03/02/2009;14.3;7.8
04/02/2009;12.9;8.5
05/02/2009;14.7;9.6
06/02/2009;11.6;8.5
07/02/2009;12.6;4.8
08/02/2009;7.2;5.2
09/02/2009;12.8;5.7
10/02/2009;13.4;8.4
11/02/2009;12.5;4.4
12/02/2009;11.1;2.9
13/02/2009;9.3;1.6
14/02/2009;10.0;0.3
15/02/2009;12.0;1.5
16/02/2009;10.6;2.2
17/02/2009;8.3;4.0
18/02/2009;8.5;1.7
19/02/2009;9.9;1.0
20/02/2009;12.2;2.1
21/02/2009;12.7;5.7
22/02/2009;13.0;6.1
23/02/2009;14.3;7.1
24/02/2009;15.3;6.2
25/02/2009;12.9;3.8
26/02/2009;11.9;5.3
27/02/2009;17.7;7.4
28/02/2009;15.4;7.9
01/03/2009;10.7;8.5
02/03/2009;11.6;8.9
03/03/2009;14.3;8.3
04/03/2009;11.5;7.8
05/03/2009;10.7;4.9
06/03/2009;15.1;4.5
07/03/2009;16.2;5.2
08/03/2009;17.9;8.1
09/03/2009;15.3;8.2
10/03/2009;16.4;6.4
11/03/2009;14.7;8.5
12/03/2009;15.2;7.0
13/03/2009;17.1;8.2
14/03/2009;18.9;8.7
15/03/2009;19.0;8.7
16/03/2009;19.3;9.3
17/03/2009;20.7;9.9
18/03/2009;17.3;8.8
19/03/2009;17.9;7.4
20/03/2009;12.0;3.4
21/03/2009;11.2;2.5
22/03/2009;15.6;3.9
23/03/2009;15.6;8.9
24/03/2009;12.8;6.0
25/03/2009;13.0;8.0
26/03/2009;14.0;8.2
27/03/2009;13.2;9.0
28/03/2009;13.9;9.4
29/03/2009;13.6;9.9
30/03/2009;16.5;10.7
31/03/2009;15.6;10.7
01/04/2009;17.0;10.8
02/04/2009;19.5;9.5
03/04/2009;18.7;10.2
04/04/2009;17.1;10.4
05/04/2009;18.4;10.5
06/04/2009;16.9;11.3
07/04/2009;20.3;10.6
08/04/2009;21.4;10.5
09/04/2009;22.6;13.4
10/04/2009;23.8;14.3
11/04/2009;23.1;13.4
12/04/2009;22.5;14.7
13/04/2009;22.5;13.6
14/04/2009;22.1;13.0
15/04/2009;20.4;12.1
16/04/2009;15.9;11.6
17/04/2009;19.8;10.4
18/04/2009;13.3;9.4
19/04/2009;16.7;9.7
20/04/2009;18.8;9.8
21/04/2009;21.1;12.4
22/04/2009;20.9;14.1
23/04/2009;24.4;11.5
24/04/2009;21.1;10.1
25/04/2009;22.9;12.5
26/04/2009;16.0;12.6
27/04/2009;19.8;12.0
28/04/2009;17.0;11.2
29/04/2009;16.0;7.8
30/04/2009;18.2;8.1
01/05/2009;21.1;11.2
02/05/2009;25.0;13.3
03/05/2009;22.0;11.2
04/05/2009;21.7;13.0
05/05/2009;21.8;12.5
06/05/2009;20.3;12.6
07/05/2009;22.2;13.0
08/05/2009;23.7;13.9
09/05/2009;22.2;13.3
10/05/2009;24.4;15.3
11/05/2009;24.4;15.9
12/05/2009;22.7;16.6
13/05/2009;24.0;16.5
14/05/2009;22.6;16.1
15/05/2009;24.1;15.4
16/05/2009;26.5;16.5
17/05/2009;28.9;16.8
18/05/2009;23.8;15.1
19/05/2009;25.2;14.7
20/05/2009;24.4;15.0
21/05/2009;29.6;17.1
22/05/2009;27.1;19.3
23/05/2009;27.0;19.0
24/05/2009;30.8;20.3
25/05/2009;30.4;20.1
26/05/2009;30.5;18.8
27/05/2009;27.0;15.5
28/05/2009;27.0;17.0
29/05/2009;27.2;16.1
30/05/2009;26.3;13.9
31/05/2009;23.0;14.4
01/06/2009;18.1;13.0
02/06/2009;24.4;12.8
03/06/2009;24.5;16.4
04/06/2009;26.4;15.9
05/06/2009;24.2;17.2
06/06/2009;22.5;18.4
07/06/2009;25.4;16.5
08/06/2009;25.3;16.0
09/06/2009;26.0;16.8
10/06/2009;24.8;17.2
11/06/2009;26.8;17.0
12/06/2009;26.7;18.0
13/06/2009;27.2;17.6
14/06/2009;29.2;17.3
15/06/2009;27.5;19.2
16/06/2009;27.5;19.6
17/06/2009;29.2;19.5
18/06/2009;29.4;20.7
19/06/2009;30.8;19.3
20/06/2009;28.5;18.6
21/06/2009;23.9;13.0
22/06/2009;26.3;14.3
23/06/2009;25.2;14.3
24/06/2009;26.5;17.8
25/06/2009;25.9;17.9
26/06/2009;27.5;18.1
27/06/2009;27.4;18.7
28/06/2009;26.8;18.6
29/06/2009;27.0;18.7
30/06/2009;28.1;19.0
01/07/2009;30.1;19.9
02/07/2009;29.1;20.3
03/07/2009;29.5;19.6
04/07/2009;30.0;19.8
05/07/2009;29.6;22.4
06/07/2009;31.0;21.0
07/07/2009;31.8;19.4
08/07/2009;26.7;19.3
09/07/2009;27.7;18.6
10/07/2009;27.5;18.3
11/07/2009;27.5;17.7
12/07/2009;27.1;17.9
13/07/2009;29.6;18.9
14/07/2009;31.0;20.3
15/07/2009;31.8;21.2
16/07/2009;31.9;20.9
17/07/2009;32.7;21.3
18/07/2009;26.6;18.5
19/07/2009;27.6;17.7
20/07/2009;29.7;16.8
21/07/2009;28.7;18.0
22/07/2009;33.1;20.1
23/07/2009;29.6;23.2
24/07/2009;33.6;21.5
