"Stazione";"Quercianella"
"Codice";"TOS11000513"
"Comune";"Livorno"
"Provincia";"LI"
"GB [m]";"E";1609020;"N";4814970
"WGS84 [°]";"Lat";43.480;"Lon";10.348
"Quota [m]";244,00

;;;ATTENZIONE i dati sono nel fomato csv ed utilizzano
;;;come separatore di colonna il "punto e virgola" e
;;;come separatore decimale la "virgola"
;;;verificare le proprie impostazioni internazionali per una corretta visulizzazione.
;;;Il valore -9999 corrisponde a dato mancante
;;;Il valore contrassegnato con @ corrisponde al dato mancante
;;;Il valore contrassegnato con V corrisponde al dato validato
;;;Il valore contrassegnato con P corrisponde al dato prevalidato soggetto ad eventuali modifiche
;;;(consultare la sezione Criteri di validazione)

"gg/mm/aaaa";"Max [Â°C]";"Min [Â°C]"
24/07/2023;30.9;24.0
25/07/2023;30.8;21.1
26/07/2023;29.5;20.0
27/07/2023;29.1;19.7
28/07/2023;31.1;19.3
29/07/2023;31.9;21.4
30/07/2023;31.9;21.1
31/07/2023;32.1;21.6
01/08/2023;30.5;21.0
02/08/2023;31.2;22.0
03/08/2023;31.6;21.6
04/08/2023;24.7;17.8
05/08/2023;25.2;15.3
06/08/2023;27.0;18.3
07/08/2023;27.2;18.3
08/08/2023;31.3;18.8
09/08/2023;25.9;18.4
10/08/2023;27.8;18.1
11/08/2023;32.1;20.5
12/08/2023;35.8;23.3
13/08/2023;29.5;21.7
14/08/2023;30.4;21.3
15/08/2023;32.2;21.5
16/08/2023;31.8;21.7
17/08/2023;30.6;22.5
18/08/2023;34.9;22.9
19/08/2023;32.9;25.0
20/08/2023;36.3;26.5
21/08/2023;36.4;26.4
22/08/2023;36.6;27.0
23/08/2023;34.3;26.0
24/08/2023;34.2;24.9
25/08/2023;34.1;23.6
26/08/2023;31.5;23.1
27/08/2023;30.4;22.6
28/08/2023;25.5;16.0
29/08/2023;23.6;15.6
30/08/2023;23.9;14.4
31/08/2023;27.2;18.1
01/09/2023;25.8;17.9
02/09/2023;28.6;18.7
03/09/2023;27.4;20.0
04/09/2023;32.2;21.9
05/09/2023;26.5;20.4
06/09/2023;27.6;19.6
07/09/2023;30.1;22.1
08/09/2023;30.3;22.1
09/09/2023;30.2;22.2
10/09/2023;30.2;22.0
11/09/2023;27.4;20.2
12/09/2023;28.5;19.1
13/09/2023;27.1;19.9
14/09/2023;29.2;20.4
15/09/2023;25.9;18.5
16/09/2023;27.2;19.9
17/09/2023;27.3;21.4
18/09/2023;25.1;21.6
19/09/2023;29.9;19.6
20/09/2023;23.3;17.9
21/09/2023;26.0;16.4
22/09/2023;21.9;19.4
23/09/2023;24.0;16.0
24/09/2023;23.8;16.1
25/09/2023;24.3;17.0
26/09/2023;26.5;18.7
27/09/2023;28.4;20.6
28/09/2023;28.6;20.0
29/09/2023;24.3;19.0
30/09/2023;25.2;18.6
01/10/2023;26.6;18.6
02/10/2023;29.0;19.2
03/10/2023;24.7;18.5
04/10/2023;24.3;18.4
05/10/2023;25.6;18.7
06/10/2023;23.3;18.6
07/10/2023;24.7;18.2
08/10/2023;23.1;18.0
09/10/2023;23.3;18.2
10/10/2023;23.4;17.5
11/10/2023;25.7;17.8
12/10/2023;25.7;17.6
13/10/2023;26.1;17.7
14/10/2023;26.3;17.8
15/10/2023;24.7;17.2
16/10/2023;19.9;15.4
17/10/2023;22.6;14.5
18/10/2023;19.2;15.4
19/10/2023;23.5;18.4
20/10/2023;21.9;16.3
21/10/2023;23.1;14.3
22/10/2023;21.5;15.4
23/10/2023;21.0;16.4
24/10/2023;20.2;15.4
25/10/2023;21.3;15.7
26/10/2023;20.6;17.0
27/10/2023;21.2;16.8
28/10/2023;22.5;16.3
29/10/2023;22.6;16.6
30/10/2023;20.7;16.1
31/10/2023;19.1;14.0
01/11/2023;16.2;14.1
02/11/2023;19.2;12.8
03/11/2023;16.3;11.0
04/11/2023;17.1;11.9
05/11/2023;18.2;14.5
06/11/2023;19.5;12.1
07/11/2023;18.4;12.9
08/11/2023;17.5;12.3
09/11/2023;15.8;10.8
10/11/2023;14.6;10.7
11/11/2023;16.5;11.6
12/11/2023;13.1;10.0
13/11/2023;17.2;12.0
14/11/2023;20.2;14.9
15/11/2023;18.2;13.5
16/11/2023;17.5;12.9
17/11/2023;16.8;12.3
18/11/2023;18.5;11.4
19/11/2023;15.0;11.8
20/11/2023;20.7;14.0
21/11/2023;15.6;10.0
22/11/2023;12.7;9.0
23/11/2023;14.6;10.0
24/11/2023;17.4;10.4
25/11/2023;11.2;7.2
26/11/2023;13.4;6.5
27/11/2023;12.3;7.9
28/11/2023;13.2;7.9
29/11/2023;12.9;9.3
30/11/2023;16.4;10.1
01/12/2023;19.0;15.0
02/12/2023;16.2;8.3
03/12/2023;9.7;5.4
04/12/2023;8.4;5.0
05/12/2023;10.7;6.9
06/12/2023;12.0;6.5
07/12/2023;11.8;7.3
08/12/2023;9.7;6.2
09/12/2023;11.8;7.0
10/12/2023;12.7;9.8
11/12/2023;14.6;10.8
12/12/2023;15.3;13.5
13/12/2023;14.7;11.3
14/12/2023;12.5;9.7
15/12/2023;13.1;9.1
16/12/2023;10.7;7.5
17/12/2023;12.8;6.8
18/12/2023;13.6;9.4
19/12/2023;12.2;7.8
20/12/2023;11.0;7.1
21/12/2023;13.6;7.2
22/12/2023;15.3;10.1
23/12/2023;14.6;10.7
24/12/2023;16.0;11.0
25/12/2023;15.1;10.4
26/12/2023;15.0;9.5
27/12/2023;15.8;11.0
28/12/2023;13.3;10.1
29/12/2023;12.2;10.6
30/12/2023;13.3;11.0
31/12/2023;13.7;10.7
01/01/2024;13.0;9.9
02/01/2024;13.4;9.4
03/01/2024;16.7;10.6
04/01/2024;15.0;11.3
05/01/2024;13.3;11.4
06/01/2024;13.1;8.4
07/01/2024;8.7;6.2
08/01/2024;9.1;6.8
09/01/2024;8.2;4.2
10/01/2024;7.7;3.9
11/01/2024;8.4;4.6
12/01/2024;10.3;4.7
13/01/2024;12.6;5.7
14/01/2024;10.6;8.2
15/01/2024;14.8;9.4
16/01/2024;15.6;9.9
17/01/2024;13.5;10.3
18/01/2024;15.9;12.4
19/01/2024;14.2;5.3
20/01/2024;6.2;2.1
21/01/2024;8.7;3.4
22/01/2024;12.7;6.1
23/01/2024;16.3;8.0
24/01/2024;11.8;9.4
25/01/2024;13.6;9.7
26/01/2024;11.7;9.2
27/01/2024;15.1;7.5
28/01/2024;17.7;10.6
29/01/2024;14.6;9.0
30/01/2024;12.2;8.2
31/01/2024;15.1;8.3
01/02/2024;11.9;7.7
02/02/2024;17.5;7.8
03/02/2024;13.6;9.3
04/02/2024;13.0;10.0
05/02/2024;13.2;9.9
06/02/2024;15.2;10.0
07/02/2024;15.8;9.5
08/02/2024;15.5;10.3
09/02/2024;13.4;10.8
10/02/2024;12.4;9.7
11/02/2024;12.4;8.3
12/02/2024;14.2;8.5
13/02/2024;13.7;8.8
14/02/2024;13.1;9.0
15/02/2024;14.0;7.9
16/02/2024;15.1;10.7
17/02/2024;19.5;12.0
18/02/2024;17.2;10.1
19/02/2024;14.6;9.6
20/02/2024;17.6;9.9
21/02/2024;16.0;9.8
22/02/2024;13.8;9.6
23/02/2024;12.5;8.3
24/02/2024;15.4;6.7
25/02/2024;14.0;5.9
26/02/2024;11.8;6.9
27/02/2024;12.7;8.6
28/02/2024;15.2;8.9
29/02/2024;15.6;10.9
01/03/2024;11.0;9.9
02/03/2024;15.1;9.4
03/03/2024;13.0;7.2
04/03/2024;12.9;5.7
05/03/2024;15.0;9.4
06/03/2024;12.7;6.0
07/03/2024;16.0;6.9
08/03/2024;14.1;6.4
09/03/2024;16.2;7.2
10/03/2024;12.8;8.5
11/03/2024;15.3;8.5
12/03/2024;16.3;8.0
13/03/2024;15.8;9.4
14/03/2024;15.1;9.5
15/03/2024;14.6;9.7
16/03/2024;17.4;10.6
17/03/2024;16.4;10.5
18/03/2024;12.7;10.7
19/03/2024;18.8;9.6
20/03/2024;20.6;12.6
21/03/2024;17.8;10.9
22/03/2024;20.9;11.5
23/03/2024;16.2;11.3
24/03/2024;17.6;10.0
25/03/2024;19.0;9.6
26/03/2024;12.3;8.1
27/03/2024;13.2;7.7
28/03/2024;16.8;9.3
29/03/2024;17.1;12.8
30/03/2024;18.8;13.9
31/03/2024;16.9;13.6
01/04/2024;14.8;10.7
02/04/2024;19.2;10.6
03/04/2024;19.0;11.1
04/04/2024;19.1;11.7
05/04/2024;19.1;11.6
06/04/2024;20.8;12.8
07/04/2024;22.4;13.9
08/04/2024;22.4;14.7
09/04/2024;18.6;13.8
10/04/2024;18.0;8.8
11/04/2024;20.5;11.2
12/04/2024;22.3;15.2
13/04/2024;26.1;17.4
14/04/2024;25.2;15.2
15/04/2024;22.9;14.7
16/04/2024;19.8;12.2
17/04/2024;18.2;10.1
18/04/2024;18.3;6.7
19/04/2024;17.6;8.2
20/04/2024;18.1;7.4
21/04/2024;20.4;8.6
22/04/2024;15.2;5.0
23/04/2024;14.6;5.6
24/04/2024;14.0;5.7
25/04/2024;15.1;7.5
26/04/2024;19.2;9.2
27/04/2024;15.5;10.8
28/04/2024;23.0;13.0
29/04/2024;26.2;16.6
30/04/2024;27.2;14.0
01/05/2024;18.7;12.4
02/05/2024;14.9;9.0
03/05/2024;17.2;8.2
04/05/2024;20.0;11.9
05/05/2024;19.9;11.4
06/05/2024;19.2;13.2
07/05/2024;16.8;11.8
08/05/2024;21.3;11.9
09/05/2024;24.5;15.9
10/05/2024;24.3;16.1
11/05/2024;25.4;17.0
12/05/2024;25.5;15.9
13/05/2024;22.8;15.7
14/05/2024;24.5;15.4
15/05/2024;20.7;16.0
16/05/2024;24.1;14.2
17/05/2024;21.2;14.4
18/05/2024;25.2;15.1
19/05/2024;25.2;15.5
20/05/2024;22.1;15.7
21/05/2024;21.4;15.0
22/05/2024;23.3;14.2
23/05/2024;22.6;14.0
24/05/2024;24.0;14.2
25/05/2024;22.9;15.5
26/05/2024;22.6;15.0
27/05/2024;24.0;15.1
28/05/2024;24.3;16.0
29/05/2024;23.4;16.2
30/05/2024;21.9;16.1
31/05/2024;23.8;15.1
01/06/2024;24.0;14.4
02/06/2024;25.0;14.9
03/06/2024;23.0;13.4
04/06/2024;24.4;15.2
05/06/2024;24.9;16.0
06/06/2024;26.0;16.6
07/06/2024;25.9;17.0
08/06/2024;27.7;19.0
09/06/2024;28.0;19.4
10/06/2024;22.2;17.1
11/06/2024;26.1;17.0
12/06/2024;24.3;15.8
13/06/2024;24.5;15.5
14/06/2024;23.5;15.3
15/06/2024;24.1;16.7
16/06/2024;27.0;16.3
17/06/2024;28.8;16.4
18/06/2024;30.1;19.7
19/06/2024;26.2;22.1
20/06/2024;28.5;22.9
21/06/2024;28.5;18.0
22/06/2024;27.7;17.7
23/06/2024;20.5;15.0
24/06/2024;23.7;17.4
25/06/2024;25.4;17.9
26/06/2024;24.4;17.5
27/06/2024;27.2;17.7
28/06/2024;28.4;19.1
29/06/2024;30.9;21.7
30/06/2024;25.7;19.7
01/07/2024;28.0;19.6
02/07/2024;27.1;19.1
03/07/2024;26.4;19.5
04/07/2024;27.3;19.4
05/07/2024;29.5;19.1
06/07/2024;27.6;19.4
07/07/2024;26.8;20.5
08/07/2024;28.2;20.9
09/07/2024;30.0;22.7
10/07/2024;29.1;21.2
11/07/2024;29.7;21.5
12/07/2024;30.8;21.4
13/07/2024;30.2;21.5
14/07/2024;32.9;21.9
15/07/2024;30.9;22.3
16/07/2024;29.2;21.7
17/07/2024;31.4;21.4
18/07/2024;29.6;22.1
19/07/2024;30.2;22.5
20/07/2024;30.2;22.3
21/07/2024;32.4;21.3
22/07/2024;30.5;20.6
23/07/2024;29.7;22.7
24/07/2024;30.0;22.7
25/07/2024;34.4;23.3
26/07/2024;33.6;23.9
27/07/2024;33.8;23.2
28/07/2024;32.8;23.7
29/07/2024;32.8;23.1
30/07/2024;35.4;25.3
31/07/2024;34.7;23.9
01/08/2024;33.2;23.6
02/08/2024;34.0;23.9
03/08/2024;34.0;24.1
04/08/2024;34.9;24.7
05/08/2024;31.9;24.6
06/08/2024;30.9;23.6
07/08/2024;30.7;23.3
08/08/2024;31.1;23.0
09/08/2024;31.7;23.1
10/08/2024;35.1;24.4
11/08/2024;36.9;26.7
12/08/2024;36.1;26.2
13/08/2024;37.4;25.9
14/08/2024;34.6;25.5
15/08/2024;31.7;23.3
16/08/2024;31.6;24.2
17/08/2024;31.1;23.1
18/08/2024;29.2;19.3
19/08/2024;26.8;19.8
20/08/2024;27.8;21.2
21/08/2024;29.1;22.8
22/08/2024;29.4;22.5
23/08/2024;28.9;22.2
24/08/2024;29.5;22.0
25/08/2024;29.4;22.0
26/08/2024;29.2;22.0
27/08/2024;34.9;22.5
28/08/2024;34.6;23.3
29/08/2024;32.1;24.8
30/08/2024;36.1;24.3
31/08/2024;36.6;24.6
01/09/2024;35.2;24.3
02/09/2024;32.1;20.8
03/09/2024;31.1;18.8
04/09/2024;31.6;23.2
05/09/2024;25.6;18.3
06/09/2024;28.0;19.6
07/09/2024;32.4;21.5
08/09/2024;26.6;19.1
09/09/2024;26.0;19.2
10/09/2024;27.1;20.3
11/09/2024;28.4;20.1
12/09/2024;21.1;16.9
13/09/2024;19.1;11.9
14/09/2024;22.6;14.8
15/09/2024;23.0;16.9
16/09/2024;26.6;16.6
17/09/2024;19.6;12.8
18/09/2024;20.5;13.3
19/09/2024;22.5;14.9
20/09/2024;23.5;17.1
21/09/2024;27.4;17.4
22/09/2024;27.0;19.2
23/09/2024;20.6;16.1
24/09/2024;22.6;16.6
25/09/2024;25.8;16.3
26/09/2024;22.3;18.2
27/09/2024;22.8;18.1
28/09/2024;22.9;16.0
29/09/2024;25.8;15.4
30/09/2024;23.3;15.5
01/10/2024;23.2;15.5
02/10/2024;23.1;14.1
03/10/2024;15.1;12.4
04/10/2024;18.3;12.1
05/10/2024;20.1;11.5
06/10/2024;19.3;14.2
07/10/2024;19.2;14.6
08/10/2024;20.2;16.4
09/10/2024;23.1;16.1
10/10/2024;22.2;16.4
11/10/2024;21.6;16.0
12/10/2024;20.6;15.2
13/10/2024;20.1;15.2
14/10/2024;22.1;15.6
15/10/2024;23.9;17.2
16/10/2024;19.5;16.5
17/10/2024;20.2;16.6
18/10/2024;20.3;16.2
19/10/2024;17.6;15.1
20/10/2024;22.3;16.7
21/10/2024;24.4;17.7
22/10/2024;22.6;16.7
23/10/2024;19.7;16.5
24/10/2024;23.4;16.4
25/10/2024;18.6;15.8
26/10/2024;21.2;15.4
27/10/2024;22.7;18.0
28/10/2024;23.5;17.0
29/10/2024;22.2;16.8
30/10/2024;21.7;16.9
31/10/2024;22.7;17.2
01/11/2024;22.5;16.2
02/11/2024;22.1;14.6
03/11/2024;21.6;15.4
04/11/2024;21.1;14.8
05/11/2024;19.5;14.7
06/11/2024;19.1;14.5
07/11/2024;19.4;14.2
08/11/2024;17.9;14.6
09/11/2024;18.3;14.3
10/11/2024;17.7;12.4
11/11/2024;16.2;9.8
12/11/2024;14.1;8.8
13/11/2024;13.1;8.4
14/11/2024;11.5;7.8
15/11/2024;13.1;7.5
16/11/2024;13.6;10.3
17/11/2024;16.3;13.2
18/11/2024;18.1;13.5
19/11/2024;16.5;13.6
20/11/2024;15.8;10.7
21/11/2024;15.3;9.0
22/11/2024;15.5;7.6
23/11/2024;15.0;6.6
24/11/2024;13.0;10.2
25/11/2024;16.3;11.2
26/11/2024;16.5;12.5
27/11/2024;15.6;12.0
28/11/2024;14.0;11.6
29/11/2024;14.2;8.5
30/11/2024;10.6;8.0
01/12/2024;11.3;7.9
02/12/2024;13.1;9.5
03/12/2024;13.6;8.4
04/12/2024;10.8;7.9
05/12/2024;10.0;6.6
06/12/2024;10.0;6.9
07/12/2024;13.4;7.8
08/12/2024;9.6;5.1
09/12/2024;7.6;4.0
10/12/2024;8.3;6.0
11/12/2024;10.8;7.1
12/12/2024;11.3;7.1
13/12/2024;8.7;6.7
14/12/2024;14.3;7.9
15/12/2024;11.0;8.0
16/12/2024;12.5;8.6
17/12/2024;13.1;9.4
18/12/2024;12.4;11.3
19/12/2024;13.5;11.4
20/12/2024;11.2;7.1
21/12/2024;11.3;7.1
22/12/2024;11.9;7.4
23/12/2024;9.3;6.0
24/12/2024;10.2;7.0
25/12/2024;10.8;6.9
26/12/2024;10.7;7.6
27/12/2024;12.5;8.6
28/12/2024;12.3;9.3
29/12/2024;11.9;9.5
30/12/2024;11.6;8.4
31/12/2024;12.3;8.0
01/01/2025;13.3;9.8
02/01/2025;15.1;9.3
03/01/2025;14.0;8.3
04/01/2025;13.0;7.5
05/01/2025;12.4;8.1
06/01/2025;13.3;11.3
07/01/2025;13.1;9.6
08/01/2025;12.8;10.6
09/01/2025;15.8;12.4
10/01/2025;16.2;10.1
11/01/2025;10.4;5.8
12/01/2025;7.3;4.3
13/01/2025;6.1;3.3
14/01/2025;6.5;2.3
15/01/2025;9.2;2.4
16/01/2025;8.4;5.1
17/01/2025;8.7;4.8
18/01/2025;11.1;6.2
19/01/2025;11.0;7.8
20/01/2025;10.9;6.2
21/01/2025;13.9;8.5
22/01/2025;10.4;8.5
23/01/2025;15.8;10.5
24/01/2025;14.7;9.4
25/01/2025;15.4;10.0
26/01/2025;13.9;9.7
27/01/2025;13.9;10.2
28/01/2025;13.4;10.2
29/01/2025;15.8;8.9
30/01/2025;13.7;8.6
31/01/2025;13.6;7.9
01/02/2025;10.2;7.9
02/02/2025;12.3;8.3
03/02/2025;14.1;8.5
04/02/2025;13.8;8.4
05/02/2025;14.1;8.4
06/02/2025;14.1;9.1
07/02/2025;13.4;7.1
08/02/2025;9.3;6.6
09/02/2025;11.7;7.3
10/02/2025;13.9;9.6
11/02/2025;10.6;9.2
12/02/2025;10.1;8.9
13/02/2025;12.4;9.5
14/02/2025;14.2;5.1
15/02/2025;10.2;4.9
16/02/2025;11.7;6.4
17/02/2025;10.2;6.2
18/02/2025;12.9;5.9
19/02/2025;7.4;4.6
20/02/2025;13.0;4.6
21/02/2025;17.6;10.2
22/02/2025;13.6;10.4
23/02/2025;14.9;10.7
24/02/2025;11.9;11.1
25/02/2025;14.7;10.6
26/02/2025;12.7;8.3
27/02/2025;15.7;8.7
28/02/2025;16.2;9.5
01/03/2025;13.1;8.6
02/03/2025;12.0;7.8
03/03/2025;16.2;6.7
04/03/2025;17.9;9.2
05/03/2025;18.1;9.8
06/03/2025;17.2;9.6
07/03/2025;18.2;10.7
08/03/2025;18.1;11.7
09/03/2025;17.5;11.8
10/03/2025;14.2;10.4
11/03/2025;17.3;9.5
12/03/2025;13.4;9.1
13/03/2025;16.1;9.5
14/03/2025;14.1;10.5
15/03/2025;15.1;7.8
16/03/2025;14.5;7.5
17/03/2025;15.5;7.2
18/03/2025;10.4;3.7
19/03/2025;14.7;3.4
20/03/2025;16.6;8.9
21/03/2025;13.1;10.6
22/03/2025;13.1;10.2
23/03/2025;16.8;10.1
24/03/2025;16.0;10.7
25/03/2025;17.9;10.3
26/03/2025;17.1;9.7
27/03/2025;15.1;10.4
28/03/2025;15.9;10.2
29/03/2025;15.4;9.3
30/03/2025;19.2;11.1
31/03/2025;18.5;11.1
01/04/2025;14.4;9.9
