STAZIONE;PARAMETRO;DATA ;MEDIA GIORNALIERA ;VALIDITA
PI-BORGHETTO;PM10;20231030;20;1
PI-BORGHETTO;PM10;20231031;18;1
PI-BORGHETTO;PM10;20231101;15;1
PI-BORGHETTO;PM10;20231102;14;1
PI-BORGHETTO;PM10;20231103;16;1
PI-BORGHETTO;PM10;20231104;12;1
PI-BORGHETTO;PM10;20231105;19;1
PI-BORGHETTO;PM10;20231106;18;1
PI-BORGHETTO;PM10;20231107;14;1
PI-BORGHETTO;PM10;20231108;20;1
PI-BORGHETTO;PM10;20231109;12;1
PI-BORGHETTO;PM10;20231110;14;1
PI-BORGHETTO;PM10;20231111;22;1
PI-BORGHETTO;PM10;20231112;17;1
PI-BORGHETTO;PM10;20231113;23;1
PI-BORGHETTO;PM10;20231114;33;1
PI-BORGHETTO;PM10;20231115;33;1
PI-BORGHETTO;PM10;20231116;21;1
PI-BORGHETTO;PM10;20231117;29;1
PI-BORGHETTO;PM10;20231118;28;1
PI-BORGHETTO;PM10;20231119;34;1
PI-BORGHETTO;PM10;20231120;28;1
PI-BORGHETTO;PM10;20231121;19;1
PI-BORGHETTO;PM10;20231122;7;1
PI-BORGHETTO;PM10;20231123;17;1
PI-BORGHETTO;PM10;20231124;33;1
PI-BORGHETTO;PM10;20231125;19;1
PI-BORGHETTO;PM10;20231126;31;1
PI-BORGHETTO;PM10;20231127;NaN;0
PI-BORGHETTO;PM10;20231128;NaN;0
PI-BORGHETTO;PM10;20231129;32;1
PI-BORGHETTO;PM10;20231130;20;1
PI-BORGHETTO;PM10;20231201;53;1
PI-BORGHETTO;PM10;20231202;27;1
PI-BORGHETTO;PM10;20231203;11;1
PI-BORGHETTO;PM10;20231204;17;1
PI-BORGHETTO;PM10;20231205;16;1
PI-BORGHETTO;PM10;20231206;25;1
PI-BORGHETTO;PM10;20231207;23;1
PI-BORGHETTO;PM10;20231208;26;1
PI-BORGHETTO;PM10;20231209;20;1
PI-BORGHETTO;PM10;20231210;20;1
PI-BORGHETTO;PM10;20231211;23;1
PI-BORGHETTO;PM10;20231212;24;1
PI-BORGHETTO;PM10;20231213;19;1
PI-BORGHETTO;PM10;20231214;22;1
PI-BORGHETTO;PM10;20231215;27;1
PI-BORGHETTO;PM10;20231216;9;1
PI-BORGHETTO;PM10;20231217;23;1
PI-BORGHETTO;PM10;20231218;52;1
PI-BORGHETTO;PM10;20231219;53;1
PI-BORGHETTO;PM10;20231220;54;1
PI-BORGHETTO;PM10;20231221;58;1
PI-BORGHETTO;PM10;20231222;36;1
PI-BORGHETTO;PM10;20231223;33;1
PI-BORGHETTO;PM10;20231224;38;1
PI-BORGHETTO;PM10;20231225;33;1
PI-BORGHETTO;PM10;20231226;24;1
PI-BORGHETTO;PM10;20231227;36;1
PI-BORGHETTO;PM10;20231228;39;1
PI-BORGHETTO;PM10;20231229;44;1
PI-BORGHETTO;PM10;20231230;19;1
PI-BORGHETTO;PM10;20231231;25;1
